菜鸟网络Java实习生（2022年毕业）,菜鸟网络,https://www.nowcoder.com/intern/47952?jobIds=49802&ncsr=,¥250-300元/天,北京 上海 广州 深圳 杭州 南京 成都 厦门 武汉 西安 长沙 哈尔滨 合肥 长春 其他,简历处理率：93%,平均处理：1天,处理快,研发,薪资：250-300元/天     实习要求：5天/周，2个月以上     转正机会：有,菜鸟国际物流技术团队主要为阿里巴巴速卖通，天猫海外、天猫国际、考拉海购、Lazada等进口和出口业务提供跨境物流解决方案。 加入团队的工作：国际化、供应链规划、大数据计算、调度协同等。 我们的使命是在国际关系日益复杂的时代背景下，实现72小时全球达。  职位描述 1. 深入理解国际供应链业务，参与需求分析、架构设计、核心代码开发； 2. 发现和解决用户痛点、性能瓶颈等技术难题； 3. 对未来技术架构进行前瞻性的规划设计； 4. 面试通过后6月前后入职，9月转正答辩，转正率极高。,1. 2022年本科/硕士毕业的国内外毕业生； 2.扎实的Java基础 3.了解jvm、缓存、消息对列等技术； 4.了解Spring、iBatis、SpringCloud等技术优先； 5.熟悉MySql、Redis等数据库原理； 6.思路清晰，良好的沟通能力与技术学习能力； 欢迎小窗咨询。,
字节教育部门后端实习招聘,字节跳动,https://www.nowcoder.com/intern/39042?jobIds=36870&ncsr=,¥400-500元/天,北京 上海 广州 深圳 杭州 南京 成都 厦门 武汉 西安 长沙 哈尔滨 合肥 长春 其他,简历处理率：99%,平均处理：1天,处理快,研发,薪资：400-500元/天     实习要求：4天/周，3个月以上     转正机会：有,1、负责公司教育业务产品的研发，为用户提供优质顺畅的信息服务和极致体验； 2、参与设计系统技术方案、核心代码开发和系统调优； 3、参与制定代码规范、测试规范，保证开发质量控制； 4、协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关； 5、参与各专项技术调研、新技术引入等前瞻项目； 6、参与机器学习与异构计算系统研发。 内推码：PXJPD35,1、本科及以上学历，2021年后毕业，计算机、通信等相关专业，关注互联网产品，关注和学习业界最新技术； 2、热爱计算机科学和互联网技术，精通至少一门编程语言，包括但不限于Java、Go、Python、C、C++、PHP； 3、有优秀的逻辑分析能力、有扎实的计算机基础，良好的数据结构和算法功底，理解数据结构、算法和操作系统知识； 4、积极乐观，思维清晰，有良好的自驱力，强烈的求知欲，优秀的学习能力和沟通协作能力； 5、每周可实习4天以上，持续3个月以上。 ,
字节跳动后端开发招聘,字节跳动,https://www.nowcoder.com/intern/39042?jobIds=41758&ncsr=,¥400-500元/天,北京 上海 广州 深圳 杭州 南京 成都 厦门 武汉 西安 长沙 哈尔滨 合肥 长春 其他,简历处理率：99%,平均处理：1天,处理快,研发,薪资：400-500元/天     实习要求：3天/周，3个月以上     转正机会：有,职位描述 1、参与字节跳动商业广告产品后台服务的设计、开发、优化等研发工作，保证产品的质量和开发进度； 2、和产品等团队合作，确保前后端模块的协同工作； 3、参与研究新兴技术，对产品进行持续优化。,职位要求 1、岗位面向2021或2022届毕业生：本科及以上学历，计算机相关专业，每周实习4天及以上、可实习3个月以上者优先； 2、聪明、学习能力强、有独立解决问题的能力； 3、熟悉面向对象编程，掌握Java/C++/Python/PHP中的至少一门语言； 4、有良好的沟通能力和业务理解能力。,
c/c++开发实习生,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=48416&ncsr=,¥薪酬面议,杭州,简历处理率：86%,平均处理：1天,处理快,研发,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有,岗位职责： 1. 负责设备接入网关或移动端音视频开发工作； 2. 参与音视频产品的技术难点攻坚和前沿技术预研。, 任职要求： 1. 本科学历以上，计算机、通信或信息技术相关专业； 2. 熟练掌握 C/C++或Go等编程语言； 3. 熟悉TCP/IP协议，能熟练进行Socket网络编程，多进程/多线程编程； 4. 了解音视频编解码和传输技术，了解 H.264、H.265， 了解 RTMP、RTP、RTCP、RTSP、HLS 等流媒体协议优先； 5. 具备 WebRTC、FFmpeg、openGL 等开发经验优先； 6. 有很好的沟通和表达能力，以及很强的学习能力，思路清晰，思维敏捷； 7. 有较强的独立工作能力和团队合作精神，较强的执行力。,
Android实习生,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=47637&ncsr=,¥薪酬面议,杭州,简历处理率：75%,平均处理：1天,处理快,研发,薪酬：面议     实习要求：4天/周，3个月以上     转正机会：有,职位描述 1.参与开发与维护Android客户端产品； 2.熟悉整个项目的开发平台，参与优化与维护； 3.整理文档与规范；,职位要求： 1.熟悉android客户端开发： 1）熟悉Android开发平台及框架原理，Android的基本组件使用； 2）熟悉Android下网络编程，网络数据传输，JSON数据传输； 3）良好的设计文档撰写能力； 2.熟悉React Native并有相关开发经验的优先； 3.本科及以上学历，至少实习3个月以上，表现优秀者可提供转正机会。,
Java开发实习生（SaaS方向）,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=48418&ncsr=,¥薪酬面议,杭州,简历处理率：100%,平均处理：2天,处理快,研发,薪酬：面议     实习要求：4天/周，3个月以上     转正机会：有,岗位职责： 1.参与IoT物联网SaaS平台的设计与研发； 2.理解业务需求，协助分析和发现系统瓶颈，推动系统性能的提高。,岗位要求： 1.要求全职在岗实习一年，计算机相关专业，大四、研二、研三在校生； 2.熟练使用Java语言，对相关技术领域的开源产品有所理解； 3.了解分布式、性能调优、缓存、消息、搜索等机制； 4.思维清晰，头脑灵活，能主动分析并解决一般的线上问题； 5.欢迎优秀实习生转正留用。,
创新研究院-软硬件一体化组-软件开发工程师,深信服,https://www.nowcoder.com/intern/52485?jobIds=49793&ncsr=,¥薪酬面议,深圳,简历处理率：100%,平均处理：1天,处理快,研发,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有,1、探索协处理器（如GPU、AI推理芯片等）在云计算场景中的应用；  2、完成软件功能模块划分，算法流程设计；  3、负责协处理器在云计算场景下的功能验证、软件开发与性能优化；  4、编写开发设计文档、测试文档与使用文档等；,1、本科及以上学历，计算机、软件工程、自动化、数学与计算科学等专业；  2、熟悉linux命令行，编译流程，系统安装及系统管理；  3、具备C/C++语言编程基础；  4、工作责任感强，有钻研精神和团队合作意识； 优先条件（符合其中一项即可）： A、熟悉计算机体系结构，或在计算体系结构或高性能计算等方向发表过论文 B、熟悉虚拟化技术的原理 C、熟悉计算机网络协议栈,
安全研究实习生,深信服,https://www.nowcoder.com/intern/46494?jobIds=41404&ncsr=,¥150-200元/天,深圳,简历处理率：76%,平均处理：4天,Null,研发,薪资：150-200元/天     实习要求：5天/周，2个月以上     转正机会：有,1、深入某个安全方向进行研究并产出研究文档。 2、熟练使用公司安全产品，整理产品安全知识库。,1、熟悉常见的网站攻击、漏洞利用、病毒木马等的原理及防御方法。 2、有实际的攻防渗透、安全事件分析经验优先。 3、计算机基础良好，熟悉计算机网络，掌握任一门开发语言（python，C，java等)。 4、较强的学习能力和动手实践能力。 5、良好的文档组织能力、书面和口头表达能力。 6、本科及以上学历，22届或者23届毕业，能够实习两个月及以上,
后端开发工程师,深信服,https://www.nowcoder.com/intern/52550?jobIds=49988&ncsr=,¥薪酬面议,深圳 长沙,简历处理率：-,平均处理：-,Null,研发,薪酬：面议     实习要求：5天/周，5个月以上     转正机会：有,负责云计算相关后台研发工作,1、熟悉Go、Python、C/C++中至少一门语言，扎实的编程基本功 2、熟悉或者了解分布式系统原理及常用中间件，如Redis、Kafka、MongoDB 3、熟悉或了解监控系统相关技术及组件原理者优先，如Pormetheus、InfluxDB 4、具备大型系统架构设计经验和能力，能独立负责技术架构规划和架构演进者优先 5、有分布式系统或海量数据处理系统研发经验者优先 6、有虚拟化、云计算某一类型产品开发经验者优先,
猿辅导课程体验-客户端实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47379&ncsr=,¥800-1000元/天,北京,简历处理率：100%,平均处理：1天,处理快,研发,薪资：800-1000元/天     实习要求：4天/周，3个月以上     转正机会：有,岗位介绍  1. 参与猿辅导课程体验前端开发工作；  2. 参与新技术研究和落地工作。    任职要求  1. 2022届及之后的毕业生，计算机相关专业本科及以上学历；  2. 良好的数据结构和算法基础，优秀的编码能力；  3. 至少掌握 Java/C++/C#/Objective-C/Swift 中的一种；  4. 有 iOS/Android/Windows平台开发经验者优先；  5. 日常实习或者暑期实习均可，每周出勤不少于3天，能长期实习者优先。    福利待遇  1. 超高日薪：日薪600元，每周实习4天及以上，会有200元/天的全勤奖，即日薪800元；  2. 导师帮带：部门金牌导师一对一帮带，让你实习有所收获、有所成长；  3. 快速成长：接触有挑战性的项目，在项目中不断精进技术；  4. 福利多多：每日40元餐费补贴，每月120元团建补贴，全天零食饮料无限量供应，免费使用公司签约的健身房等；  5. 直通秋招：转正名额多多（实习转正优先）；实习面试不通过，不影响秋招流程。    ﻿招聘流程  简历筛选﻿-初试-复试-HR面试-offer﻿,岗位介绍  1. 参与猿辅导课程体验前端开发工作；  2. 参与新技术研究和落地工作。    任职要求  1. 2022届及之后的毕业生，计算机相关专业本科及以上学历；  2. 良好的数据结构和算法基础，优秀的编码能力；  3. 至少掌握 Java/C++/C#/Objective-C/Swift 中的一种；  4. 有 iOS/Android/Windows平台开发经验者优先；  5. 日常实习或者暑期实习均可，每周出勤不少于3天，能长期实习者优先。    福利待遇  1. 超高日薪：日薪600元，每周实习4天及以上，会有200元/天的全勤奖，即日薪800元；  2. 导师帮带：部门金牌导师一对一帮带，让你实习有所收获、有所成长；  3. 快速成长：接触有挑战性的项目，在项目中不断精进技术；  4. 福利多多：每日40元餐费补贴，每月120元团建补贴，全天零食饮料无限量供应，免费使用公司签约的健身房等；  5. 直通秋招：转正名额多多（实习转正优先）；实习面试不通过，不影响秋招流程。    ﻿招聘流程  简历筛选﻿-初试-复试-HR面试-offer﻿,
蚂蚁金服数据分析学姐直接推荐有问必答,蚂蚁集团,https://www.nowcoder.com/intern/3240?jobIds=47242&ncsr=,¥250-300元/天,北京 上海 杭州,简历处理率：94%,平均处理：1天,处理快,数据,薪资：250-300元/天     实习要求：5天/周，3个月以上     转正机会：有,1. 有一定的金融业务或互联网业务背景，负责业务数据支持，并支持业务分析，有识别数据产品化的能力，通过产品设计提升数据的应用效率；  2. 通过数据分析洞察客户产品使用行为习惯，建立客户全生命周期管理体系，及时提出营销策略或建议，提升客户转化率与使用率；  3. 负责多维数据集市的规划与设计、业务数据报表需求分析、设计、落地，为业务及管理层提供决策支持与业务分析；  4.负责模型建立与优化，在对业务、场景和用户深刻理解的基础上，能将业务问题抽象为数据问题，并通过建模解决。",职位描述 1. 对数据敏感，能从数据中发现问题、解决问题，相关工作3年以上经验（社招要求，春招或者实习不要这个条件），银行、互联网金融、电商、数据咨询等行业背景；  2. 能够熟练的使用SQL进行数据获取和分析，并独立地完成分析报告，能理解业界常用的各类数据分析模型及算法，熟悉SAS、R、Python等统计软件者优先；  3. 思维清晰，逻辑性强，有强烈的好奇心，勇于创新和面对挑战，对工作充满激情，并有良好的沟通能力、自学能力和团队协作精神。 ,
数据分析师,菜鸟网络,https://www.nowcoder.com/intern/50788?jobIds=47976&ncsr=,¥薪酬面议,北京 杭州,简历处理率：99%,平均处理：1天,处理快,数据,薪酬：面议     实习要求：5天/周，1个月以上     转正机会：有,在这里，你可以与业务线同学一起搭建业务监控指标体系并产品化； 在这里，你可以基于业务监控指标体系，及时发现业务问题，进行异动指标分析或深度的专题分析定位问题并寻求解决方案； 在这里，你可以为业务团队提供专题分析、数据分析与挖掘、模型及算法等相关服务； 在这里，你需要主动的寻找机会获得资源并落地；提炼数据产品需求，提供数据产品解决方案，并最终推动数据产品落地； 在这里，你需要组织数据技术与产品相关的理念、技能、工具的培训； 在这里，你可以帮助公司更加完美地做每一个业务决定，让业务更清晰、决策更高效！,如果你，熟练掌握Excel、SQL； 如果你，熟悉R、Python或其他编程语言； 如果你，所学专业是数学、统计、经济学、商业分析、运筹学、管理学、信息科学或其他专业； 如果你对行为分析感兴趣，喜欢从数据中发现规律，想踏入大数据的门槛，那就加入数据分析师的行列吧！ ,
数据研发,菜鸟网络,https://www.nowcoder.com/intern/50788?jobIds=47975&ncsr=,¥薪酬面议,北京 杭州,简历处理率：92%,平均处理：1天,处理快,数据,薪酬：面议     实习要求：5天/周，1个月以上     转正机会：有,如果你想参与阿里大数据的采集、存储、处理，通过分布式大数据平台加工数据，支持业务管理决策，  如果你想参与阿里大数据体系的模型设计、开发、维护，通过元数据、质量体系有效的管理和组织EB级的数据，  如果你想参与阿里大数据产品的研发，发挥你的商业sense，通过数据分析和算法来洞察数据背后的机会，来探索大数据商业化，  如果你想接触世界领先的大数据处理与应用的技术和平台，获得大数据浪潮之巅的各类大牛的指导， 那就加入我们吧！,如果你所学专业是计算机、数学、统计、数据科学与大数据技术等相关专业；  如果你有强的动手能力和学习能力，熟悉一门数据处理语言，如SQL、JAVA、Python、Perl等，熟悉unix或者linux操作；  如果你具备扎实的专业基础，良好的沟通能力和团队合作，主动积极，乐于面对挑战；  如果你有参与过数据处理、分析、挖掘等相关项目更好；  如果你对Hadoop、Hive、Hbase等分布式平台有一定的理解更好；  那么成为数据工程师吧，这里就是你的舞台。,
数据分析实习生,字节跳动,https://www.nowcoder.com/intern/12702?jobIds=49140&ncsr=,¥400-500元/天,北京,简历处理率：100%,平均处理：1天,处理快,数据,薪资：400-500元/天     实习要求：4天/周，3个月以上     转正机会：有,1、负责大数据项目的数据分析和规划任务； 2、负责大数据项目的数据录入，映射，检验和完善； 3、 完成需求中涉及的各类数据细节问题； 4 、尝试分析、挖掘特征等相关工作，按时保质地完成各项工作任务，确保工作质量和进度达到目标交付要求。,1、本科及以上学历，计算机、应用数据、统计学、理工类控制等相关专业； 2、熟练使用Python，了解pandas等数据分析工具的使用更佳； 3、逻辑能力优秀  态度端正  学习能力强  充满好奇心； 4、每周实习4天以上，连续实习3个月以上者优先考虑。 ,
数据实习生（市场运营方向）,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=49814&ncsr=,¥薪酬面议,杭州,简历处理率：100%,平均处理：2天,处理快,数据,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有,岗位职责： 1、基于公司市场战略，协助进行全球客户数据的整理及录入 2、基于公司目标，接触市场部线索管理，进行目标线索匹配，并协助收集、整理公共资源市场所需信息 3、在公司系统体系内，学习并完成市场活动前期文书处理 4、在部门市场动态信息中，协助收集、整理市场活动成果数据 5、协助公司及部门完成全球范围内的各类峰会（线上、线下）的落地实施； 6、基于国际业务需求，协助部门完成各类中英翻译工作,任职要求： 1、2022年毕业，本科及以上学历； 2、良好的英语听、说、读、写能力（有交换生经验优先），可作为工作语言者优先； 3、具备高度责任心，抗压能力强； 4、思路清晰、细致耐心、聪明皮实、执行力强,
数据开发工程师,远景,https://www.nowcoder.com/intern/51983?jobIds=49070&ncsr=,¥250-300元/天,北京 上海 其他,简历处理率：100%,平均处理：1天,处理快,数据,薪资：250-300元/天     实习要求：4天/周，2个月以上     转正机会：有,数据开发工程师,对数据仓库有一定的了解，有后台开发的相关技能                 【福利待遇】  正式员工双休10-7-5 / 21点后打车报销 / 每月话费报销 / 每日水果下午茶 / 包午餐晚餐 / 年假10天起  实习薪资约230~315元/天，包午餐晚餐，每月最高2000元租房补贴，实习转正拿offer概率在80%左右                  ,
数据分析实习生,脉脉,https://www.nowcoder.com/intern/46292?jobIds=41219&ncsr=,¥150-200元/天,北京,简历处理率：22%,平均处理：4天,Null,数据,薪资：150-200元/天     实习要求：4天/周，3个月以上     转正机会：面议,岗位职责： 1.负责公司日常运营数据的统计和分析，并且能够分析出合理的原因； 2.负责公司产品功能和业务的统计和分析，为产品改进，推广实验等提供数据支持； 3.负责建立用户数据分析模型，并根据用户行为和业务数据进行深层次分析，为决策提供支持； 4.负责数据要求的埋点设计工作，并能够和工程师一起保证埋点的准确性。 你将获得： 1.核心部门的工作经历，项目经历加持：涉及数据分析师工作的方方面面； 2.自身综合能力的高速提升：可直接与互联网行业经验丰富的产品大神、算法牛人、海外数据科学家共事，成长曲线陡峭； 3.良好融洽的团队氛围，热情的同时让你全方位学习成长；,任职要求： 1、熟悉 SQL，熟悉数据挖掘的常用算法； 2、本科以上学历，统计学或计算机专业优先； 3、逻辑思维能力强、快速学习能力强； 4、有一定的产品或商业sense； 5、概率统计基础扎实，有R/Python经验者优先； 6、能保证实习时间（线下实习，一周到岗四天以上，实习期不少于3个约，时间长优先）； 7.思路清晰，善于思考，有很强的数据分析能力，能独立分析问题并推动解决问题。,
大数据开发实习生,阿里云,https://www.nowcoder.com/intern/2900?jobIds=19594&ncsr=,¥200-250元/天,杭州,简历处理率：96%,平均处理：1天,处理快,数据,薪资：200-250元/天     实习要求：5天/周，2个月以上     转正机会：有,【阿里云云网络团队实习生招聘】  基于阿里云深厚的技术积累、强大的基础设施能力。 经历多年的云计算业务锤炼。 我们打造了云上、云间、上云三位一体的云网络家族。 超大规模的阿里云飞天虚拟网络操作系统-洛神。 链接全球！ 提供领先的产品和解决方案。 让网络更简单， 让数字化转型更便捷， 是云网络所有人的使命！ 因为相信，所以看见， 我们欢迎所有心怀共同梦想的同学加入！,面向人群：2021年11月-2022年10月期间毕业的海内/海外同学  招聘岗位：大数据- 大数据工程  熟悉Linux，熟练掌握Java/Python编程语言，具有一定的工程开发能力。掌握Hadoop、HBase、Spark、Hive、Flink、Kafka、Presto等大数据常用框架至少一种，有大数据开发经验。喜欢钻研技术，善于学习和运用新知识，具备良好的分析能力及问题处理能力。,
数据仓库工程师,瓜子,https://www.nowcoder.com/intern/48829?jobIds=45545&ncsr=,¥200-250元/天,北京,简历处理率：97%,平均处理：3天,有反馈,数据,薪资：200-250元/天     实习要求：3天/周，3个月以上     转正机会：有,1. 负责业务数据模型的设计、开发和维护 2. 对存量数据进行数据治理，提升数据质量和价值，降低成本 3. 根据要求完成技术研究和落地工作  ,1. 2021届毕业生及2022届实习生，计算机、数学或统计等相关专业，精通至少一门编程语言； 2. 熟悉数据库技术和SQL语法，有大数据相关基础加分；  3. 良好的逻辑思维能力、解决问题的能力； 4. 诚恳、踏实，对技术和工作充满热情；  5. 具备良好的沟通能力和团队合作精神。,
