菜鸟网络Java实习生（2022年毕业）,菜鸟网络,https://www.nowcoder.com/intern/47952?jobIds=49802&ncsr=,¥250-300元/天,北京 上海 广州 深圳 杭州 南京 成都 厦门 武汉 西安 长沙 哈尔滨 合肥 长春 其他,简历处理率：93%,平均处理：1天,处理快,研发,薪资：250-300元/天     实习要求：5天/周，2个月以上     转正机会：有, 岗位职责 菜鸟国际物流技术团队主要为阿里巴巴速卖通，天猫海外、天猫国际、考拉海购、Lazada等进口和出口业务提供跨境物流解决方案。 加入团队的工作：国际化、供应链规划、大数据计算、调度协同等。 我们的使命是在国际关系日益复杂的时代背景下，实现72小时全球达。  职位描述 1. 深入理解国际供应链业务，参与需求分析、架构设计、核心代码开发； 2. 发现和解决用户痛点、性能瓶颈等技术难题； 3. 对未来技术架构进行前瞻性的规划设计； 4. 面试通过后6月前后入职，9月转正答辩，转正率极高。 ,Null,
字节教育部门后端实习招聘,字节跳动,https://www.nowcoder.com/intern/39042?jobIds=36870&ncsr=,¥400-500元/天,北京 上海 广州 深圳 杭州 南京 成都 厦门 武汉 西安 长沙 哈尔滨 合肥 长春 其他,简历处理率：99%,平均处理：1天,处理快,研发,薪资：400-500元/天     实习要求：4天/周，3个月以上     转正机会：有, 岗位职责 1、负责公司教育业务产品的研发，为用户提供优质顺畅的信息服务和极致体验； 2、参与设计系统技术方案、核心代码开发和系统调优； 3、参与制定代码规范、测试规范，保证开发质量控制； 4、协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关； 5、参与各专项技术调研、新技术引入等前瞻项目； 6、参与机器学习与异构计算系统研发。 内推码：PXJPD35 ,Null,
字节跳动后端开发招聘,字节跳动,https://www.nowcoder.com/intern/39042?jobIds=41758&ncsr=,¥400-500元/天,北京 上海 广州 深圳 杭州 南京 成都 厦门 武汉 西安 长沙 哈尔滨 合肥 长春 其他,简历处理率：99%,平均处理：1天,处理快,研发,薪资：400-500元/天     实习要求：3天/周，3个月以上     转正机会：有, 岗位职责 职位描述 1、参与字节跳动商业广告产品后台服务的设计、开发、优化等研发工作，保证产品的质量和开发进度； 2、和产品等团队合作，确保前后端模块的协同工作； 3、参与研究新兴技术，对产品进行持续优化。 ,Null,
c/c++开发实习生,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=48416&ncsr=,¥薪酬面议,杭州,简历处理率：86%,平均处理：1天,处理快,研发,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 岗位职责： 1. 负责设备接入网关或移动端音视频开发工作； 2. 参与音视频产品的技术难点攻坚和前沿技术预研。 ,Null,
Android实习生,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=47637&ncsr=,¥薪酬面议,杭州,简历处理率：75%,平均处理：1天,处理快,研发,薪酬：面议     实习要求：4天/周，3个月以上     转正机会：有, 岗位职责 职位描述 1.参与开发与维护Android客户端产品； 2.熟悉整个项目的开发平台，参与优化与维护； 3.整理文档与规范； ,Null,
Java开发实习生（SaaS方向）,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=48418&ncsr=,¥薪酬面议,杭州,简历处理率：100%,平均处理：2天,处理快,研发,薪酬：面议     实习要求：4天/周，3个月以上     转正机会：有, 岗位职责 岗位职责： 1.参与IoT物联网SaaS平台的设计与研发； 2.理解业务需求，协助分析和发现系统瓶颈，推动系统性能的提高。 ,Null,
创新研究院-软硬件一体化组-软件开发工程师,深信服,https://www.nowcoder.com/intern/52485?jobIds=49793&ncsr=,¥薪酬面议,深圳,简历处理率：100%,平均处理：1天,处理快,研发,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 1、探索协处理器（如GPU、AI推理芯片等）在云计算场景中的应用；  2、完成软件功能模块划分，算法流程设计；  3、负责协处理器在云计算场景下的功能验证、软件开发与性能优化；  4、编写开发设计文档、测试文档与使用文档等； ,Null,
安全研究实习生,深信服,https://www.nowcoder.com/intern/46494?jobIds=41404&ncsr=,¥150-200元/天,深圳,简历处理率：76%,平均处理：4天,Null,研发,薪资：150-200元/天     实习要求：5天/周，2个月以上     转正机会：有, 岗位职责 1、深入某个安全方向进行研究并产出研究文档。 2、熟练使用公司安全产品，整理产品安全知识库。 ,Null,
后端开发工程师,深信服,https://www.nowcoder.com/intern/52550?jobIds=49988&ncsr=,¥薪酬面议,深圳 长沙,简历处理率：-,平均处理：-,Null,研发,薪酬：面议     实习要求：5天/周，5个月以上     转正机会：有, 岗位职责 负责云计算相关后台研发工作 ,Null,
猿辅导课程体验-客户端实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47379&ncsr=,¥800-1000元/天,北京,简历处理率：100%,平均处理：1天,处理快,研发,薪资：800-1000元/天     实习要求：4天/周，3个月以上     转正机会：有, 岗位职责 岗位介绍  1. 参与猿辅导课程体验前端开发工作；  2. 参与新技术研究和落地工作。    任职要求  1. 2022届及之后的毕业生，计算机相关专业本科及以上学历；  2. 良好的数据结构和算法基础，优秀的编码能力；  3. 至少掌握 Java/C++/C#/Objective-C/Swift 中的一种；  4. 有 iOS/Android/Windows平台开发经验者优先；  5. 日常实习或者暑期实习均可，每周出勤不少于3天，能长期实习者优先。    福利待遇  1. 超高日薪：日薪600元，每周实习4天及以上，会有200元/天的全勤奖，即日薪800元；  2. 导师帮带：部门金牌导师一对一帮带，让你实习有所收获、有所成长；  3. 快速成长：接触有挑战性的项目，在项目中不断精进技术；  4. 福利多多：每日40元餐费补贴，每月120元团建补贴，全天零食饮料无限量供应，免费使用公司签约的健身房等；  5. 直通秋招：转正名额多多（实习转正优先）；实习面试不通过，不影响秋招流程。    ﻿招聘流程  简历筛选﻿-初试-复试-HR面试-offer﻿ ,Null,
蚂蚁金服数据分析学姐直接推荐有问必答,蚂蚁集团,https://www.nowcoder.com/intern/3240?jobIds=47242&ncsr=,¥250-300元/天,北京 上海 杭州,简历处理率：94%,平均处理：1天,处理快,数据,薪资：250-300元/天     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 1. 有一定的金融业务或互联网业务背景，负责业务数据支持，并支持业务分析，有识别数据产品化的能力，通过产品设计提升数据的应用效率；  2. 通过数据分析洞察客户产品使用行为习惯，建立客户全生命周期管理体系，及时提出营销策略或建议，提升客户转化率与使用率；  3. 负责多维数据集市的规划与设计、业务数据报表需求分析、设计、落地，为业务及管理层提供决策支持与业务分析；  4.负责模型建立与优化，在对业务、场景和用户深刻理解的基础上，能将业务问题抽象为数据问题，并通过建模解决。" ,Null,
数据分析师,菜鸟网络,https://www.nowcoder.com/intern/50788?jobIds=47976&ncsr=,¥薪酬面议,北京 杭州,简历处理率：99%,平均处理：1天,处理快,数据,薪酬：面议     实习要求：5天/周，1个月以上     转正机会：有, 岗位职责 在这里，你可以与业务线同学一起搭建业务监控指标体系并产品化； 在这里，你可以基于业务监控指标体系，及时发现业务问题，进行异动指标分析或深度的专题分析定位问题并寻求解决方案； 在这里，你可以为业务团队提供专题分析、数据分析与挖掘、模型及算法等相关服务； 在这里，你需要主动的寻找机会获得资源并落地；提炼数据产品需求，提供数据产品解决方案，并最终推动数据产品落地； 在这里，你需要组织数据技术与产品相关的理念、技能、工具的培训； 在这里，你可以帮助公司更加完美地做每一个业务决定，让业务更清晰、决策更高效！ ,Null,
数据研发,菜鸟网络,https://www.nowcoder.com/intern/50788?jobIds=47975&ncsr=,¥薪酬面议,北京 杭州,简历处理率：92%,平均处理：1天,处理快,数据,薪酬：面议     实习要求：5天/周，1个月以上     转正机会：有, 岗位职责 如果你想参与阿里大数据的采集、存储、处理，通过分布式大数据平台加工数据，支持业务管理决策，  如果你想参与阿里大数据体系的模型设计、开发、维护，通过元数据、质量体系有效的管理和组织EB级的数据，  如果你想参与阿里大数据产品的研发，发挥你的商业sense，通过数据分析和算法来洞察数据背后的机会，来探索大数据商业化，  如果你想接触世界领先的大数据处理与应用的技术和平台，获得大数据浪潮之巅的各类大牛的指导， 那就加入我们吧！ ,Null,
数据分析实习生,字节跳动,https://www.nowcoder.com/intern/12702?jobIds=49140&ncsr=,¥400-500元/天,北京,简历处理率：100%,平均处理：1天,处理快,数据,薪资：400-500元/天     实习要求：4天/周，3个月以上     转正机会：有, 岗位职责 1、负责大数据项目的数据分析和规划任务； 2、负责大数据项目的数据录入，映射，检验和完善； 3、 完成需求中涉及的各类数据细节问题； 4 、尝试分析、挖掘特征等相关工作，按时保质地完成各项工作任务，确保工作质量和进度达到目标交付要求。 ,Null,
数据实习生（市场运营方向）,涂鸦智能,https://www.nowcoder.com/intern/49168?jobIds=49814&ncsr=,¥薪酬面议,杭州,简历处理率：100%,平均处理：2天,处理快,数据,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 岗位职责： 1、基于公司市场战略，协助进行全球客户数据的整理及录入 2、基于公司目标，接触市场部线索管理，进行目标线索匹配，并协助收集、整理公共资源市场所需信息 3、在公司系统体系内，学习并完成市场活动前期文书处理 4、在部门市场动态信息中，协助收集、整理市场活动成果数据 5、协助公司及部门完成全球范围内的各类峰会（线上、线下）的落地实施； 6、基于国际业务需求，协助部门完成各类中英翻译工作 ,Null,
数据开发工程师,远景,https://www.nowcoder.com/intern/51983?jobIds=49070&ncsr=,¥250-300元/天,北京 上海 其他,简历处理率：100%,平均处理：1天,处理快,数据,薪资：250-300元/天     实习要求：4天/周，2个月以上     转正机会：有, 岗位职责 数据开发工程师 ,Null,
数据分析实习生,脉脉,https://www.nowcoder.com/intern/46292?jobIds=41219&ncsr=,¥150-200元/天,北京,简历处理率：22%,平均处理：4天,Null,数据,薪资：150-200元/天     实习要求：4天/周，3个月以上     转正机会：面议, 岗位职责 岗位职责： 1.负责公司日常运营数据的统计和分析，并且能够分析出合理的原因； 2.负责公司产品功能和业务的统计和分析，为产品改进，推广实验等提供数据支持； 3.负责建立用户数据分析模型，并根据用户行为和业务数据进行深层次分析，为决策提供支持； 4.负责数据要求的埋点设计工作，并能够和工程师一起保证埋点的准确性。 你将获得： 1.核心部门的工作经历，项目经历加持：涉及数据分析师工作的方方面面； 2.自身综合能力的高速提升：可直接与互联网行业经验丰富的产品大神、算法牛人、海外数据科学家共事，成长曲线陡峭； 3.良好融洽的团队氛围，热情的同时让你全方位学习成长； ,Null,
大数据开发实习生,阿里云,https://www.nowcoder.com/intern/2900?jobIds=19594&ncsr=,¥200-250元/天,杭州,简历处理率：96%,平均处理：1天,处理快,数据,薪资：200-250元/天     实习要求：5天/周，2个月以上     转正机会：有, 岗位职责 【阿里云云网络团队实习生招聘】  基于阿里云深厚的技术积累、强大的基础设施能力。 经历多年的云计算业务锤炼。 我们打造了云上、云间、上云三位一体的云网络家族。 超大规模的阿里云飞天虚拟网络操作系统-洛神。 链接全球！ 提供领先的产品和解决方案。 让网络更简单， 让数字化转型更便捷， 是云网络所有人的使命！ 因为相信，所以看见， 我们欢迎所有心怀共同梦想的同学加入！ ,Null,
数据仓库工程师,瓜子,https://www.nowcoder.com/intern/48829?jobIds=45545&ncsr=,¥200-250元/天,北京,简历处理率：97%,平均处理：3天,有反馈,数据,薪资：200-250元/天     实习要求：3天/周，3个月以上     转正机会：有, 岗位职责 1. 负责业务数据模型的设计、开发和维护 2. 对存量数据进行数据治理，提升数据质量和价值，降低成本 3. 根据要求完成技术研究和落地工作   ,Null,
数据清洗实习生,平安科技,https://www.nowcoder.com/intern/41697?jobIds=40185&ncsr=,¥200-250元/天,杭州,简历处理率：-,平均处理：-,Null,数据,薪资：200-250元/天     实习要求：4天/周，3个月以上     转正机会：没有, 岗位职责 1，操作扫描仪及电脑扫描整理数据； 2，根据培训，对医疗影像数据进行简单统计与结果分析。 ,Null,
前端实习生【商业化-电商营销】,快手,https://www.nowcoder.com/intern/8052?jobIds=21914&ncsr=,¥200-250元/天,北京,简历处理率：99%,平均处理：2天,处理快,前端,薪资：200-250元/天     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 1、协助快手电商营销中心相关前端模块的建设和开发工作； 2、参与系统的需求分析、设计、编码等开发工作； 3、负责已有系统的运营、维护和优化工作。 ,Null,
斑马AI课-前端研发实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47386&ncsr=,¥800-1000元/天,北京,简历处理率：100%,平均处理：1天,处理快,前端,薪资：800-1000元/天     实习要求：4天/周，3个月以上     转正机会：有, 岗位职责 岗位介绍  1. 负责斑马AI课电商业务的多个系统设计和开工作；  2. 注重页面性能与体验设计，提高斑马AI课用户体验；  3. 探索业务需求及痛点的解决方案，用技术提升效率。    任职要求  1. 2022届及之后的毕业生，计算机及相关专业本科及以上学历；  2. 良好的数据结构和算法基础，优秀的编码能力；  3. 熟练掌握 HTML/CSS/JavaScript 等前端技术；  4. 熟悉至少 1 种 JavaScript 框架；  5. 有 Node.js 开发经验者优先；  6. 日常实习或者暑期实习均可，每周出勤不少于3天，能长期实习者优先。    福利待遇  1. 超高日薪：日薪600元，每周实习4天及以上，会有200元/天的全勤奖，即日薪800元；  2. 导师帮带：部门金牌导师一对一帮带，让你实习有所收获、有所成长；  3. 快速成长：接触有挑战性的项目，在项目中不断精进技术；  4. 福利多多：每日40元餐费补贴，每月120元团建补贴，全天零食饮料无限量供应，免费使用公司签约的健身房等；  5. 直通秋招：转正名额多多（实习转正优先）；实习面试不通过，不影响秋招流程。    ﻿招聘流程  简历筛选﻿-初试-复试-HR面试-offer﻿ ,Null,
小猿搜题/口算-前端研发实习生,猿辅导,https://www.nowcoder.com/intern/50209?jobIds=47384&ncsr=,¥800-1000元/天,北京,简历处理率：98%,平均处理：1天,处理快,前端,薪资：800-1000元/天     实习要求：4天/周，3个月以上     转正机会：有, 岗位职责 岗位介绍  1. 负责小猿搜题/猿题库/小猿口算相关产品的前端研发；  2. 负责高质量编码设计，承担重点业务开发，保证业务稳定推进。    任职资格  1. 2022届及之后的毕业生，计算机及相关专业本科及以上学历；  2. 良好的数据结构和算法基础，优秀的编码能力；  3. 熟练掌握 HTML/CSS/JavaScript 等前端技术；  4. 熟悉至少 1 种 JavaScript 框架；  5. 有 Node.js 开发经验者优先；  6. 日常实习或者暑期实习均可，每周出勤不少于3天，能长期实习者优先。    福利待遇  1. 超高日薪：日薪600元，每周实习4天及以上，会有200元/天的全勤奖，即日薪800元；  2. 导师帮带：部门金牌导师一对一帮带，让你实习有所收获、有所成长；  3. 快速成长：接触有挑战性的项目，在项目中不断精进技术；  4. 福利多多：每日40元餐费补贴，每月120元团建补贴，全天零食饮料无限量供应，免费使用公司签约的健身房等；  5. 直通秋招：转正名额多多（实习转正优先）；实习面试不通过，不影响秋招流程。    ﻿招聘流程  简历筛选﻿-初试-复试-HR面试-offer﻿ ,Null,
前端开发实习生,小红书,https://www.nowcoder.com/intern/52217?jobIds=49359&ncsr=,¥250-300元/天,北京 上海,简历处理率：97%,平均处理：3天,有反馈,前端,薪资：250-300元/天     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 参与小红书社区基础产品业务开发，和产品、设计配合，为用户提供更好的价值和使用体验参与团队业务的技术沉淀，在技术生涯伊始为未来打下坚实的技术基础 ,Null,
2022届-前端实习生-学而思网校1对1,学而思,https://www.nowcoder.com/intern/18388?jobIds=46110&ncsr=,¥薪酬面议,北京,简历处理率：100%,平均处理：2天,处理快,前端,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 1、掌握HTML、CSS，JavaScript基础知识，熟悉ES6，Webpack，VScode等工程化工具； 2、积极主动，具备良好的编码习惯和总结的习惯； 3、负责在线1V1教育产品的研发，测试，部署等工作，为代码质量负责。   ,Null,
2021腾讯春季实习招聘,腾讯,https://www.nowcoder.com/intern/4950?jobIds=47773&ncsr=,¥250-300元/天,深圳 西安,简历处理率：95%,平均处理：1天,处理快,前端,薪资：250-300元/天     实习要求：5天/周，2个月以上     转正机会：有, 岗位职责     负责经营平台内部系统前端页面的开发，维护和优化工作；       负责页面相关的接入层的开发（nodejs）。        负责前端框架的搭建，公共组件的开发和维护。 ,Null,
【实习生】腾讯web前端开发实习生（面向2022届）,腾讯,https://www.nowcoder.com/intern/17490?jobIds=43793&ncsr=,¥薪酬面议,深圳,简历处理率：96%,平均处理：2天,处理快,前端,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 负责中心日常web业务、新技术预研与平台的建设，负责团队开源项目建设和工具研发，负责团队前沿技术的研究与落地，探索前端在人工智能方向上的应用； ,Null,
腾讯前端开发（暑期实习）,腾讯,https://www.nowcoder.com/intern/52290?jobIds=49495&ncsr=,¥薪酬面议,深圳,简历处理率：91%,平均处理：1天,处理快,前端,薪酬：面议     实习要求：5天/周，2个月以上     转正机会：有, 岗位职责 负责前端页面、公共组件的开发、维护以及优化  负责页面相关接入层（node）的开发 ,Null,
web前端实习生,成都超有爱科技有限公司,https://www.nowcoder.com/intern/563?jobIds=13867&ncsr=,¥150-200元/天,成都,简历处理率：99%,平均处理：4天,有反馈,前端,薪资：150-200元/天     实习要求：5天/周，3个月以上     转正机会：面议, 岗位职责 1.负责软件Web前端页面开发；     2.根据项目负责人要求参与项目设计开发。 ,Null,
前端开发工程师-22届实习生,便利蜂,https://www.nowcoder.com/intern/49738?jobIds=47960&ncsr=,¥400-500元/天,北京,简历处理率：96%,平均处理：1天,处理快,前端,薪资：400-500元/天     实习要求：4天/周，1个月以上     转正机会：有, 岗位职责 岗位职责： 1.负责便利蜂各应用系统的前端研发，前端各类交互设计与实现； 2.负责高质量编码设计，承担重点业务开发，保证业务稳定推进。    ,Null,
HR实习生-招聘,快手,https://www.nowcoder.com/intern/50091?jobIds=47249&ncsr=,¥150-200元/天,北京,简历处理率：50%,平均处理：2天,处理快,其他,薪资：150-200元/天     实习要求：5天/周，3个月以上     转正机会：面议, 岗位职责 1、协助招聘，电话预约、协调候选人、面试官时间，并安排和接待面试； 2、基础岗位招聘，网络筛选简历、搜寻简历； 3、协助进行招聘渠道维护相关的工作； 4、协助进行人力资源相关的数据统计工作； 5、支持招聘Team其他事宜。 ,Null,
HR实习生,北京望石智慧科技有限公司,https://www.nowcoder.com/intern/2391?jobIds=15406&ncsr=,¥250-300元/天,北京,简历处理率：100%,平均处理：17天,有反馈,其他,薪资：250-300元/天     实习要求：4天/周，3个月以上     转正机会：面议, 岗位职责 【岗位职责】  主要工作内容：    1）负责部分职位的候选人搜寻，电话邀约，人才mapping等工作； 2）入离职等员工关系工作。                      ,Null,
高德地图  体验设计师,高德,https://www.nowcoder.com/intern/51145?jobIds=48140&ncsr=,¥薪酬面议,北京 上海 深圳 杭州,简历处理率：-,平均处理：-,Null,其他,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 工作地点： 杭州市、北京市、无锡市、上海市、深圳市 限制毕业起止时间： 2021-11-01 ~ 2022-10-31 岗位职责： 1. 理解商业模式，明确业务的长期目标和当下策略； 2. 具备研究、洞察、分析能力；清晰行业和技术发展趋势；深谙解决业务根本的设计综合手段，并与之匹配； 3. 独立输出用户视角的体验全链路策略和创新整合概念；促成设计独立的商业价值和设计价值显现； 4. 具备产品的体系化设计的意识和思考，考虑设计结果的广度和覆盖；总结提炼通用性的经验和模式； 5. 内心热爱设计，衷情刻苦专研和创新；愿意持续深耕所处行业和业务；  ,Null,
高德地图 创意设计师,高德,https://www.nowcoder.com/intern/51145?jobIds=48139&ncsr=,¥薪酬面议,北京 上海 杭州,简历处理率：-,平均处理：-,Null,其他,薪酬：面议     实习要求：5天/周，3个月以上     转正机会：有, 岗位职责 工作地点： 杭州市、北京市、上海市 限制毕业起止时间： 2021-11-01 ~ 2022-10-31 岗位职责： 1. 理解商业模式，明确业务的长期目标和当下策略； 2. 对品牌、营销、传播等领域提供整体创意设计解决方案。 3. 具备对商业、运营、数据等方面的思考和实践能力。 4. 关注创意行业趋势，让创意设计产生明确的商业价值。   ,Null,
